Node,SIR
1,1.93
2,2.43
3,1.68
4,1.01
5,2.29
6,2.61
7,2.11
8,5.14
9,2.59
10,5.76
11,1.7
12,1.53
13,1.02
14,2.85
15,1.0
16,1.42
17,2.01
18,1.16
19,1.05
20,1.24
21,1.0
22,2.11
23,1.11
24,2.0
25,1.3
26,1.48
27,1.52
28,2.65
29,2.73
30,1.02
31,4.59
32,1.0
33,11.09
34,1.47
35,1.21
36,1.07
37,1.22
38,3.72
39,2.89
40,1.16
41,1.3
42,1.4
43,2.11
44,1.4
45,2.02
46,1.21
47,1.09
48,4.35
49,2.12
50,3.66
51,7.15
52,3.03
53,1.74
54,1.01
55,1.33
56,2.01
57,2.16
58,1.32
59,1.05
60,1.14
61,1.02
62,1.86
63,1.22
64,1.53
65,1.1
66,2.85
67,2.05
68,1.14
69,1.1
70,1.19
71,2.74
72,1.19
73,9.85
74,1.63
75,1.84
76,1.81
77,1.29
78,3.37
79,1.18
80,2.99
81,1.09
82,1.54
83,1.05
84,3.03
85,1.64
86,1.04
87,1.06
88,1.15
89,1.01
90,4.92
91,1.02
92,1.78
93,1.44
94,1.16
95,4.47
96,2.11
97,2.5
98,1.2
99,1.17
100,1.01
101,1.46
102,2.27
103,2.36
104,1.12
105,2.66
106,1.04
107,3.09
108,1.09
109,1.34
110,2.18
111,1.07
112,1.12
113,2.06
114,1.22
115,1.33
116,1.02
117,2.38
118,1.9
119,1.55
120,1.29
121,1.4
122,2.42
123,2.19
124,8.38
125,1.96
126,1.22
127,1.88
128,1.2
129,12.04
130,2.85
131,1.16
132,1.86
133,1.03
134,1.93
135,2.04
136,1.19
137,2.46
138,1.15
139,1.56
140,1.06
141,1.34
142,1.05
143,1.22
144,1.64
145,3.05
146,1.59
147,1.35
148,1.11
149,1.44
150,1.43
151,3.27
152,1.43
153,1.22
154,1.01
155,1.73
156,1.0
157,1.36
158,1.02
159,7.35
160,1.02
161,1.24
162,1.47
163,1.89
164,2.73
165,2.74
166,1.16
167,1.53
168,3.77
169,1.75
170,1.17
171,1.03
172,2.67
173,1.1
174,1.38
175,1.58
176,2.27
177,1.14
178,1.03
179,1.01
180,1.02
181,2.43
182,1.1
183,1.0
184,1.24
185,1.07
186,1.01
187,1.16
188,1.16
189,1.13
190,1.53
191,1.44
192,1.07
193,1.14
194,1.78
195,1.08
196,1.26
197,1.57
198,3.63
199,2.37
200,1.38
201,3.29
202,1.53
203,2.48
204,1.39
205,2.72
206,1.02
207,1.48
208,1.32
209,1.49
210,1.21
211,1.53
212,1.73
213,2.6
214,1.48
215,1.41
216,1.02
217,1.4
218,1.35
219,1.34
220,1.23
221,1.15
222,1.04
223,2.18
224,1.31
225,1.2
226,1.99
227,4.68
228,1.11
229,1.1
230,1.04
231,1.36
232,1.59
233,1.21
234,1.08
235,1.19
236,1.55
237,1.07
238,1.03
239,3.3
240,1.15
241,1.25
242,1.54
243,1.11
244,1.01
245,1.98
246,1.47
247,1.27
248,1.03
249,1.02
250,1.53
251,1.04
252,2.12
253,1.46
254,2.94
255,1.74
256,1.06
257,1.01
258,1.12
259,1.27
260,1.78
261,1.16
262,1.35
263,1.03
264,1.06
265,1.47
266,1.37
267,3.0
268,2.65
269,1.47
270,1.08
271,1.99
272,1.06
273,1.1
274,1.02
275,1.15
276,1.06
277,1.15
278,1.11
279,1.0
280,1.02
281,1.26
282,1.65
283,1.56
284,3.51
285,1.16
286,2.0
287,1.68
288,1.02
289,1.05
290,1.2
291,1.02
292,1.03
293,3.01
294,3.19
295,2.18
296,2.46
297,1.19
298,2.39
299,1.66
300,1.0
301,1.67
302,1.0
303,1.65
304,2.61
305,1.11
306,1.08
307,1.16
308,1.14
309,1.12
310,1.25
311,1.44
312,4.95
313,1.19
314,1.32
315,1.41
316,3.1
317,1.1
318,1.05
319,1.28
320,1.13
321,1.29
322,1.01
323,3.01
324,1.01
325,1.19
326,1.02
327,1.08
328,1.12
329,3.01
330,1.09
331,1.03
332,1.09
333,1.03
334,2.36
335,2.47
336,1.51
337,2.72
338,1.01
339,2.31
340,1.01
341,1.08
342,1.55
343,1.07
344,1.18
345,1.16
346,1.08
347,1.55
348,1.13
349,2.29
350,2.06
351,1.0
352,1.34
353,1.58
354,1.08
355,10.25
356,2.19
357,1.0
358,1.14
359,2.83
360,2.88
361,1.22
362,1.61
363,1.13
364,1.05
365,1.14
366,1.97
367,1.03
368,1.12
369,1.61
370,1.12
371,2.02
372,1.08
