Node,SIR
0,29.22
1,1.86
2,1.37
3,1.9
4,1.23
5,1.41
6,1.15
7,8.18
8,1.22
9,3.6
10,4.66
11,1.27
12,1.34
13,2.86
14,1.56
15,1.24
16,3.72
17,1.6
18,1.0
19,1.34
20,1.39
21,8.86
22,1.54
23,1.52
24,1.46
25,3.42
26,6.69
27,1.39
28,1.3
29,1.54
30,1.77
31,1.58
32,1.2
33,1.13
34,7.86
35,1.01
36,1.65
37,1.23
38,4.65
39,1.59
40,5.72
41,1.57
42,1.08
43,1.0
44,1.33
45,1.63
46,1.21
47,1.18
48,1.63
49,1.23
50,4.42
51,1.23
52,1.06
53,2.22
54,1.56
55,1.89
56,7.47
57,1.55
58,18.08
59,1.61
60,1.21
61,1.07
62,5.82
63,1.31
64,1.28
65,4.92
66,2.03
67,10.52
68,3.93
69,1.48
70,1.11
71,1.24
72,11.1
73,1.45
74,1.25
75,1.87
76,1.1
77,1.14
78,3.73
79,1.7
80,1.8
81,1.28
82,2.34
83,1.84
84,1.4
85,1.54
86,1.44
87,8.32
88,1.78
89,1.29
90,1.07
91,1.1
92,1.66
93,1.18
94,5.13
95,1.24
96,1.36
97,1.17
98,3.63
99,1.47
100,1.39
101,1.76
102,1.12
103,7.72
104,6.5
105,1.47
106,1.32
107,337.02
108,1.44
109,2.83
110,1.08
111,1.33
112,1.41
113,2.54
114,1.15
115,1.26
116,1.5
117,1.32
118,1.95
119,9.34
120,4.45
121,1.46
122,9.98
123,2.0
124,7.02
125,6.85
126,1.27
127,1.4
128,2.1
129,1.37
130,1.7
131,1.16
132,1.59
133,1.88
134,1.83
135,1.41
136,275.98
137,1.51
138,1.53
139,1.31
140,4.8
141,2.09
142,2.73
143,1.35
144,1.47
145,1.14
146,5.34
147,1.32
148,2.11
149,3.96
150,1.41
151,1.32
152,1.07
153,1.16
154,1.25
155,1.08
156,18.99
157,1.22
158,8.88
159,1.22
160,1.02
161,9.16
162,1.43
163,1.26
164,1.2
165,2.0
166,1.18
167,1.49
168,8.05
169,15.19
170,6.11
171,12.39
172,2.56
173,1.26
174,1.31
175,1.41
176,7.88
177,1.15
178,1.68
179,1.08
180,1.36
181,1.46
182,1.08
183,1.12
