Node,SIR
3466,3.36
937,1.57
5233,1.17
8579,1.53
10310,7.26
15931,2.04
17038,7.03
18720,1.42
19607,1.39
1854,1.73
4583,2.23
9572,10.56
10841,2.84
13056,4.7
14982,1.33
16310,6.71
19640,25.97
23855,2.7
24372,1.16
24814,3.15
5052,10.7
899,1.5
1796,1.38
2287,5.45
3096,3.36
3386,4.06
4472,1.67
5346,4.51
5740,1.4
6094,1.4
6376,1.5
9124,3.41
10235,7.26
10427,3.64
10597,2.08
15159,1.76
16148,5.62
16741,2.9
18235,1.36
18549,2.76
19297,5.68
20511,25.45
20595,2.3
20613,6.41
24371,9.16
24559,5.45
24731,1.45
25102,4.57
25271,19.16
25396,32.26
1658,2.04
4822,1.37
6864,1.4
7689,12.25
7926,2.46
10268,1.75
12971,1.67
18600,1.55
20421,1.62
20886,3.16
21048,1.79
22393,1.7
23186,3.03
23214,1.35
23298,1.29
23945,1.46
24939,1.93
339,21.19
624,12.96
3731,9.03
4743,26.73
5407,3.3
6610,92.91
6700,25.59
8045,25.96
9099,7.93
9639,29.45
9785,91.55
12141,5.64
15184,10.58
15784,11.16
18719,54.59
19870,30.71
20532,16.99
22527,18.04
23576,2.03
23577,4.42
23649,2.91
24199,3.38
24293,12.53
25201,13.1
10243,23.69
6774,45.64
8049,30.04
8053,6.32
8517,10.85
11964,4.42
15538,39.81
16694,5.55
18648,4.65
19423,89.37
21012,93.73
22457,52.47
22691,90.99
23452,40.39
16174,4.27
16470,1.05
17822,1.06
14265,9.1
392,1.58
2485,3.32
2949,14.52
3173,1.33
3441,1.97
3593,1.88
3853,1.41
3927,1.33
3937,2.7
3939,6.75
5107,3.54
5218,1.38
5230,1.11
6030,1.68
7350,7.08
7504,3.8
7601,1.66
8718,1.33
9522,3.33
11621,2.09
12498,1.42
12691,1.55
15251,1.37
16020,1.98
16261,2.49
17156,1.49
17626,4.03
18622,1.27
19059,1.85
19525,1.43
19738,3.79
20122,2.59
20432,1.71
21866,2.6
22074,3.3
23721,1.47
8916,2.29
13556,3.86
14485,17.72
8612,11.71
615,3.95
743,2.02
2076,1.26
4515,2.79
5773,3.95
9482,40.81
10822,2.38
11175,16.19
11604,1.64
14004,1.31
15003,93.3
15552,27.6
15814,5.59
16083,3.19
17932,3.3
20001,1.81
20100,7.76
23481,7.89
16258,3.05
1356,1.35
1727,3.38
2752,2.35
4125,10.51
6667,1.34
6825,1.13
10039,1.94
10351,1.29
11082,27.21
14123,3.19
16676,1.22
21194,1.15
