1	8
1	24
1	35
1	42
1	46
1	60
1	74
1	78
1	81
1	95
1	98
1	99
1	100
1	101
1	103
1	104
1	108
1	131
1	132
1	154
1	159
1	168
1	171
2	14
2	54
2	150
3	115
3	153
3	167
3	172
4	5
4	13
4	26
4	77
4	85
4	102
4	138
4	147
4	153
4	156
4	167
4	169
4	172
4	173
4	176
4	189
4	5
5	13
5	19
5	21
5	26
5	27
5	28
5	29
5	51
5	53
5	54
5	57
5	73
5	75
5	76
5	77
5	79
5	85
5	86
5	90
5	96
5	97
5	102
5	124
5	126
5	128
5	136
5	138
5	140
5	144
5	147
5	149
5	153
5	155
5	156
5	163
5	167
5	169
5	172
5	173
5	176
5	189
5	191
5	194
5	196
5	197
6	152
6	157
7	10
7	11
7	14
7	19
7	36
7	49
7	53
7	55
7	56
7	57
7	60
7	61
7	67
7	69
7	70
7	71
7	72
7	74
7	81
7	83
7	87
7	93
7	94
7	95
7	103
7	108
7	111
7	112
7	113
7	114
7	122
7	125
7	127
7	129
7	130
7	132
7	136
7	141
7	146
7	150
7	151
7	158
7	161
7	164
7	168
7	170
7	171
7	177
7	178
7	185
7	190
7	192
7	193
7	194
7	195
7	196
7	197
1	8
8	35
8	46
8	60
8	89
8	95
8	98
8	99
8	100
8	101
8	110
8	118
8	121
8	131
8	132
8	136
8	142
8	154
8	168
8	171
8	174
9	11
9	23
9	32
9	38
9	71
9	80
9	111
9	116
9	117
9	118
9	121
9	122
9	135
9	137
9	139
9	153
9	162
9	168
9	179
9	189
7	10
10	11
10	14
10	49
10	53
10	57
10	60
10	61
10	69
10	70
10	71
10	74
10	87
10	103
10	112
10	113
10	114
10	127
10	130
10	141
10	151
10	158
10	161
10	164
10	192
10	195
10	196
7	11
9	11
10	11
11	23
11	32
11	38
11	49
11	53
11	57
11	71
11	80
11	112
11	113
11	114
11	135
11	139
11	158
11	161
11	162
11	164
11	179
11	189
11	196
12	18
12	19
12	31
12	49
12	53
12	54
12	55
12	56
12	57
12	60
12	61
12	71
12	73
12	83
12	114
12	129
12	170
12	194
12	195
12	196
12	197
4	13
5	13
13	25
13	26
13	28
13	73
13	85
13	86
13	92
13	102
13	128
13	140
13	147
13	148
13	149
13	153
13	155
13	156
13	167
13	169
13	172
13	173
13	176
13	189
13	191
2	14
7	14
10	14
14	54
14	60
14	61
14	69
14	70
14	87
14	96
14	112
14	114
14	127
14	130
14	141
14	150
14	151
14	158
14	161
14	164
14	185
14	186
14	192
14	194
14	195
15	16
15	24
15	48
15	81
15	91
15	104
15	105
15	107
15	16
16	24
16	48
16	78
16	81
16	91
16	104
16	105
16	107
17	62
17	136
12	18
18	19
18	29
18	31
18	50
18	53
18	54
18	55
18	56
18	57
18	60
18	61
18	73
18	77
18	86
18	88
18	90
18	96
18	114
18	128
18	129
18	131
18	132
18	136
18	140
18	147
18	149
18	158
18	167
18	172
18	183
18	184
18	191
18	194
18	195
18	196
18	197
5	19
7	19
12	19
18	19
19	20
19	31
19	49
19	53
19	54
19	55
19	56
19	57
19	60
19	61
19	70
19	129
19	130
19	136
19	185
19	192
19	194
19	195
19	196
19	197
19	20
20	24
20	60
20	70
20	78
20	80
20	87
20	136
20	137
20	158
20	168
5	21
22	43
22	81
22	83
22	98
22	99
22	100
22	101
22	105
22	108
22	131
22	132
22	136
22	164
22	170
22	174
22	178
22	182
22	194
22	197
9	23
11	23
23	32
23	38
23	60
23	80
23	111
23	135
23	139
23	162
23	168
23	179
23	189
1	24
15	24
16	24
20	24
24	35
24	42
24	43
24	46
24	48
24	60
24	74
24	78
24	80
24	81
24	91
24	99
24	100
24	103
24	104
24	105
24	107
24	108
24	132
24	136
24	154
24	168
24	171
24	174
24	182
13	25
25	92
25	117
25	148
25	149
25	153
4	26
5	26
13	26
26	28
26	29
26	73
26	77
26	85
26	86
26	90
26	96
26	102
26	124
26	128
26	138
26	140
26	147
26	149
26	153
26	155
26	156
26	167
26	169
26	172
26	173
26	176
26	178
26	184
26	189
26	191
26	198
5	27
27	29
27	51
27	76
27	96
27	126
27	128
27	144
27	147
27	149
27	153
27	167
27	172
5	28
13	28
26	28
28	29
28	73
28	77
28	85
28	86
28	90
28	96
28	102
28	124
28	128
28	138
28	140
28	147
28	149
28	153
28	155
28	156
28	167
28	172
28	173
28	176
28	184
28	189
28	191
28	198
5	29
18	29
26	29
27	29
28	29
29	51
29	73
29	76
29	77
29	86
29	88
29	90
29	96
29	97
29	124
29	126
29	128
29	136
29	138
29	140
29	144
29	147
29	149
29	153
29	167
29	169
29	172
29	176
29	184
29	191
29	198
30	34
12	31
18	31
19	31
31	32
31	53
31	54
31	55
31	56
31	57
31	60
31	61
31	106
31	111
31	123
31	129
31	170
31	194
31	195
31	196
31	197
9	32
11	32
23	32
31	32
32	33
32	35
32	38
32	40
32	44
32	58
32	60
32	61
32	62
32	63
32	64
32	65
32	66
32	80
32	91
32	98
32	99
32	100
32	101
32	105
32	106
32	107
32	108
32	109
32	110
32	111
32	122
32	123
32	131
32	132
32	135
32	139
32	154
32	162
32	168
32	179
32	189
32	33
33	35
33	38
33	40
33	44
33	58
33	60
33	62
33	63
33	64
33	65
33	66
33	91
33	98
33	99
33	100
33	101
33	105
33	106
33	107
33	108
33	109
33	110
33	116
33	119
33	122
33	123
33	131
33	132
33	134
33	135
33	154
33	168
33	179
30	34
34	70
34	83
34	192
1	35
8	35
24	35
32	35
33	35
35	40
35	44
35	46
35	58
35	60
35	62
35	63
35	64
35	65
35	66
35	68
35	74
35	78
35	95
35	98
35	99
35	100
35	101
35	103
35	104
35	105
35	106
35	107
35	108
35	109
35	110
35	122
35	123
35	131
35	132
35	135
35	154
35	166
35	168
35	170
35	171
35	179
35	187
7	36
36	49
36	53
36	54
36	55
36	56
36	60
36	67
36	70
36	72
36	81
36	83
36	87
36	129
36	150
36	158
36	161
36	164
36	170
36	174
36	178
36	192
36	194
36	195
36	196
36	197
37	90
37	133
37	153
37	155
37	180
9	38
11	38
23	38
32	38
33	38
38	40
38	44
38	63
38	80
38	91
38	105
38	116
38	119
38	134
38	135
38	139
38	162
38	179
38	189
39	51
39	80
39	116
39	149
39	153
39	181
32	40
33	40
35	40
38	40
40	44
40	58
40	60
40	62
40	63
40	64
40	65
40	66
40	91
40	98
40	99
40	100
40	101
40	105
40	106
40	107
40	108
40	109
40	110
40	116
40	119
40	122
40	123
40	131
40	132
40	134
40	135
40	154
40	168
40	179
41	45
41	77
41	86
41	88
41	96
41	97
41	136
1	42
24	42
42	46
42	50
42	81
42	104
42	106
42	123
42	136
42	159
42	182
42	183
22	43
24	43
43	59
43	78
43	81
43	82
43	83
43	98
43	99
43	100
43	101
43	105
43	108
43	118
43	121
43	122
43	131
43	132
43	136
43	143
43	158
43	162
43	164
43	170
43	174
43	178
43	182
43	194
43	197
32	44
33	44
35	44
38	44
40	44
44	50
44	58
44	60
44	62
44	63
44	64
44	65
44	66
44	68
44	91
44	98
44	99
44	100
44	101
44	105
44	106
44	107
44	108
44	109
44	110
44	122
44	123
44	131
44	132
44	135
44	139
44	154
44	166
44	168
44	171
44	179
44	187
41	45
45	77
45	86
45	88
45	96
45	97
45	136
1	46
8	46
24	46
35	46
42	46
46	50
46	60
46	81
46	95
46	98
46	99
46	100
46	101
46	104
46	106
46	123
46	131
46	132
46	154
46	159
46	168
46	171
46	183
47	155
47	167
47	180
15	48
16	48
24	48
48	81
48	91
48	104
48	105
48	107
7	49
10	49
11	49
12	49
19	49
36	49
49	52
49	53
49	54
49	57
49	60
49	67
49	69
49	70
49	71
49	79
49	83
49	90
49	112
49	113
49	114
49	118
49	121
49	125
49	127
49	130
49	136
49	142
49	143
49	149
49	150
49	158
49	161
49	162
49	164
49	174
49	178
49	185
49	192
49	194
49	195
49	196
18	50
42	50
44	50
46	50
50	53
50	56
50	60
50	64
50	65
50	66
50	68
50	81
50	88
50	106
50	110
50	111
50	114
50	123
50	131
50	132
50	139
50	158
50	166
50	168
50	179
50	183
50	196
5	51
27	51
29	51
39	51
51	75
51	76
51	79
51	96
51	126
51	128
51	136
51	144
51	147
51	149
51	153
51	167
51	172
51	174
51	181
49	52
52	53
52	60
52	83
52	88
52	196
5	53
7	53
10	53
11	53
12	53
18	53
19	53
31	53
36	53
49	53
50	53
52	53
53	54
53	55
53	56
53	57
53	60
53	61
53	67
53	71
53	81
53	83
53	88
53	111
53	112
53	113
53	114
53	129
53	131
53	132
53	149
53	150
53	158
53	161
53	164
53	170
53	178
53	183
53	194
53	195
53	196
53	197
2	54
5	54
12	54
14	54
18	54
19	54
31	54
36	54
49	54
53	54
54	55
54	56
54	57
54	60
54	61
54	67
54	69
54	70
54	83
54	87
54	93
54	94
54	96
54	111
54	125
54	129
54	130
54	146
54	149
54	150
54	158
54	161
54	164
54	168
54	170
54	174
54	177
54	178
54	186
54	190
54	192
54	193
54	194
54	195
54	196
54	197
7	55
12	55
18	55
19	55
31	55
36	55
53	55
54	55
55	56
55	57
55	60
55	61
55	67
55	81
55	83
55	129
55	150
55	158
55	164
55	170
55	178
55	194
55	195
55	196
55	197
7	56
12	56
18	56
19	56
31	56
36	56
50	56
53	56
54	56
55	56
56	57
56	60
56	61
56	67
56	81
56	83
56	88
56	111
56	114
56	129
56	131
56	132
56	150
56	158
56	164
56	170
56	178
56	183
56	194
56	195
56	196
56	197
5	57
7	57
10	57
11	57
12	57
18	57
19	57
31	57
49	57
53	57
54	57
55	57
56	57
57	60
57	61
57	70
57	71
57	83
57	89
57	111
57	112
57	113
57	114
57	121
57	129
57	130
57	136
57	142
57	158
57	161
57	164
57	185
57	192
57	194
57	195
57	196
57	197
32	58
33	58
35	58
40	58
44	58
58	60
58	62
58	63
58	64
58	65
58	66
58	98
58	99
58	100
58	101
58	105
58	106
58	107
58	108
58	109
58	110
58	122
58	123
58	131
58	132
58	135
58	154
58	162
58	168
58	179
58	187
58	188
43	59
59	82
59	99
59	100
59	118
59	121
59	122
59	136
59	143
59	158
59	162
59	174
1	60
7	60
8	60
10	60
12	60
14	60
18	60
19	60
20	60
23	60
24	60
31	60
32	60
33	60
35	60
36	60
40	60
44	60
46	60
49	60
50	60
52	60
53	60
54	60
55	60
56	60
57	60
58	60
60	61
60	62
60	63
60	64
60	65
60	66
60	68
60	69
60	70
60	72
60	78
60	80
60	81
60	83
60	88
60	89
60	91
60	93
60	94
60	95
60	98
60	99
60	100
60	101
60	105
60	106
60	107
60	108
60	109
60	110
60	111
60	112
60	114
60	118
60	121
60	122
60	123
60	125
60	127
60	129
60	130
60	131
60	132
60	135
60	136
60	141
60	142
60	146
60	150
60	151
60	154
60	158
60	161
60	164
60	166
60	168
60	171
60	174
60	179
60	183
60	187
60	190
60	192
60	193
60	194
60	195
60	196
60	197
7	61
10	61
12	61
14	61
18	61
19	61
31	61
32	61
53	61
54	61
55	61
56	61
57	61
60	61
61	69
61	70
61	106
61	111
61	112
61	114
61	123
61	127
61	129
61	130
61	141
61	151
61	158
61	177
61	192
61	194
61	195
61	196
61	197
17	62
32	62
33	62
35	62
40	62
44	62
58	62
60	62
62	63
62	64
62	65
62	66
62	98
62	99
62	100
62	101
62	105
62	106
62	107
62	108
62	109
62	110
62	122
62	123
62	131
62	132
62	135
62	154
62	168
62	179
32	63
33	63
35	63
38	63
40	63
44	63
58	63
60	63
62	63
63	64
63	65
63	66
63	91
63	98
63	99
63	100
63	101
63	105
63	106
63	107
63	108
63	109
63	110
63	122
63	123
63	131
63	132
63	135
63	154
63	168
63	179
32	64
33	64
35	64
40	64
44	64
50	64
58	64
60	64
62	64
63	64
64	65
64	66
64	98
64	99
64	100
64	101
64	105
64	106
64	107
64	108
64	109
64	110
64	122
64	123
64	131
64	132
64	135
64	139
64	154
64	168
64	170
64	179
32	65
33	65
35	65
40	65
44	65
50	65
58	65
60	65
62	65
63	65
64	65
65	66
65	98
65	99
65	100
65	101
65	105
65	106
65	107
65	108
65	109
65	110
65	122
65	123
65	131
65	132
