Node,SIR
1,1.86
2,8.98
3,11.39
4,10.21
5,23.83
6,3.38
7,66.06
8,46.59
9,5.05
10,20.8
11,144.11
12,130.04
13,125.08
14,36.64
15,17.04
16,18.8
17,73.23
18,98.06
19,10.01
20,55.89
21,5.9
22,9.18
23,9.0
24,1.16
25,16.17
26,35.29
27,17.29
28,5.3
29,3.52
30,104.49
31,153.54
32,56.75
33,79.45
34,11.03
35,70.92
36,44.94
37,5.84
38,12.05
39,8.64
40,23.55
41,65.84
42,1.15
43,8.45
44,6.07
45,72.04
46,1.13
47,18.99
48,13.49
49,3.22
50,105.29
51,32.41
52,4.43
53,6.78
54,152.53
55,46.48
56,113.94
57,43.09
58,4.63
59,15.89
60,36.18
61,6.47
62,29.93
63,143.64
64,2.01
65,1.17
66,49.22
67,158.59
68,41.49
69,7.06
70,96.94
71,9.35
72,6.99
73,13.16
74,3.37
75,1.51
76,9.58
77,16.28
78,2.27
79,61.18
80,34.05
81,16.57
82,17.29
83,94.52
84,1.51
85,20.75
86,3.07
87,40.15
88,1.17
89,21.98
90,9.86
91,22.04
92,136.92
93,44.75
94,7.07
95,4.73
96,3.33
97,6.36
98,1.14
99,46.83
100,4.74
101,32.66
102,4.37
103,14.9
104,1.29
105,13.3
106,15.63
107,4.46
108,75.31
109,6.74
110,14.94
111,3.29
112,4.68
113,8.87
114,43.44
115,39.07
116,28.65
117,12.87
118,147.86
119,1.44
120,9.24
121,35.12
122,95.53
123,146.35
124,77.2
125,113.19
126,11.05
127,2.7
128,1.12
129,1.4
130,23.0
131,10.55
132,67.15
133,75.46
134,44.24
135,50.94
136,79.43
137,24.12
138,1.12
139,1.17
140,28.56
141,77.69
142,144.33
143,89.07
144,11.13
145,4.77
146,28.58
147,92.02
148,82.28
149,18.36
150,154.52
151,21.4
152,6.46
153,63.19
154,16.07
155,25.67
156,14.84
157,72.68
158,14.24
159,138.19
160,27.33
161,9.98
162,4.75
163,8.25
164,118.91
165,8.54
166,71.93
167,7.88
168,87.2
169,1.17
170,1.26
171,52.92
172,17.12
173,59.74
174,19.74
175,93.24
176,19.36
177,26.66
178,18.86
179,1.11
180,1.11
181,82.43
182,1.44
183,1.11
184,22.64
185,2.71
186,4.78
187,13.85
188,117.74
189,54.27
190,11.76
191,14.46
192,4.03
193,10.14
194,66.66
195,10.17
196,151.48
197,77.72
198,43.25
199,60.9
200,9.52
201,79.23
202,53.52
203,3.63
204,86.4
205,3.38
206,134.47
207,29.94
208,56.52
209,51.87
210,7.48
211,41.15
212,5.43
213,2.89
214,18.68
215,4.59
216,106.53
217,4.23
218,3.2
219,23.46
220,2.83
221,12.76
222,65.76
223,16.75
224,34.32
225,1.48
226,11.41
227,1.4
228,61.91
229,42.37
230,25.91
231,52.5
232,13.75
233,40.01
234,65.06
235,48.1
236,3.17
237,1.14
238,4.29
239,28.23
240,43.15
241,6.21
242,3.05
243,8.86
244,142.16
245,115.73
246,85.38
247,93.17
248,1.09
249,1.21
250,3.44
251,8.29
252,143.79
253,48.43
254,14.02
255,62.4
256,78.1
257,75.48
258,8.64
259,1.11
260,22.23
261,21.69
262,45.54
263,43.18
264,15.17
265,14.33
266,15.33
267,55.62
268,73.75
269,134.15
270,16.99
271,35.81
272,36.64
273,6.32
274,2.77
275,10.46
276,2.39
277,15.97
278,4.41
279,44.4
280,109.32
281,17.15
282,24.8
283,8.0
284,11.7
285,72.57
286,55.69
287,3.42
288,63.78
289,105.98
290,61.97
291,2.7
292,6.01
293,20.0
294,5.67
295,2.97
296,2.39
297,1.12
298,1.19
299,14.99
300,78.51
301,16.23
302,7.65
303,63.15
304,69.73
305,1.3
306,1.73
307,21.71
308,12.32
309,19.03
310,4.76
311,10.8
312,45.67
313,56.16
314,137.93
315,95.12
316,16.74
317,101.69
318,50.29
319,139.08
320,40.22
321,49.52
322,54.95
323,24.54
324,2.5
325,37.36
326,17.54
327,41.58
328,93.46
329,4.54
330,36.21
331,6.14
332,17.4
333,67.12
334,15.14
335,65.34
336,24.26
337,1.33
338,50.95
339,19.07
340,1.06
341,47.06
342,131.87
343,7.22
344,79.82
345,6.49
346,54.61
347,136.12
348,3.04
349,88.99
350,15.94
351,2.9
352,41.67
353,53.67
354,15.0
355,84.93
356,8.71
357,68.91
358,23.46
359,1.15
360,4.59
361,11.62
362,17.49
363,15.46
364,3.57
365,13.64
366,22.65
367,36.23
368,6.53
369,1.1
370,1.54
371,35.27
372,9.23
373,73.0
374,10.11
375,29.75
376,15.56
377,36.21
378,72.45
379,25.02
380,8.1
381,1.11
382,1.21
383,12.36
384,49.77
385,24.11
386,13.89
387,9.45
388,5.19
389,63.07
390,1.33
391,59.37
392,34.25
393,11.73
394,38.9
395,47.35
396,5.38
397,25.09
398,22.22
399,6.59
400,73.35
401,36.5
402,43.49
403,2.81
404,1.25
405,22.79
406,23.92
407,90.09
408,58.54
409,14.41
410,5.44
411,4.27
412,18.04
413,2.48
414,21.75
415,1.18
416,29.76
417,30.86
418,40.59
419,90.64
420,44.44
421,58.48
422,21.02
423,1.15
424,5.62
425,3.81
426,14.92
427,5.88
428,4.81
429,123.23
430,1.12
431,1.06
432,8.16
433,2.44
434,6.03
435,3.32
436,24.6
437,54.73
438,10.08
439,4.87
440,1.07
441,1.04
442,1.51
443,58.7
444,1.34
445,9.8
446,1.36
447,10.02
448,16.43
449,20.22
450,9.55
451,14.72
452,88.48
453,12.4
454,50.63
455,79.7
456,4.63
457,5.1
458,29.34
459,10.36
460,2.92
461,13.54
462,22.32
463,20.5
464,17.17
465,70.08
466,2.94
467,26.23
468,22.51
469,71.16
470,45.49
471,42.03
472,13.7
473,6.38
474,39.42
475,142.97
476,25.79
477,3.48
478,86.93
479,25.16
480,50.01
481,104.49
482,2.95
483,5.21
484,1.96
485,48.59
486,3.11
487,92.7
488,2.64
489,91.02
490,10.13
491,14.92
492,24.9
493,4.37
494,86.51
495,17.55
496,4.33
497,21.42
498,1.3
499,6.44
500,140.98
501,12.03
502,4.65
503,4.42
504,30.35
505,4.81
506,35.23
507,11.76
508,6.32
509,2.59
510,57.42
511,90.71
512,1.37
513,7.21
514,7.2
515,21.98
516,11.02
517,19.02
518,4.74
519,10.64
520,94.85
521,59.42
522,5.35
523,44.07
524,5.51
525,1.23
526,1.16
527,7.21
528,21.87
529,5.97
530,38.9
531,4.54
532,11.43
533,18.12
534,7.82
535,114.56
536,1.1
537,1.13
538,11.44
539,31.73
540,4.78
541,3.04
542,43.88
543,1.37
544,3.0
545,75.29
546,83.34
547,4.33
548,8.96
549,18.22
550,26.07
551,21.51
552,6.66
553,13.49
554,10.42
555,2.77
556,1.18
557,29.0
558,9.13
559,1.24
560,14.57
561,19.42
562,6.24
563,51.71
564,8.03
565,19.05
566,44.51
567,2.76
568,4.29
569,35.45
570,20.86
571,14.98
572,1.22
573,1.13
574,15.98
575,1.21
576,17.69
577,8.69
578,5.56
579,118.33
580,9.88
581,11.24
582,17.89
583,1.09
584,2.7
585,19.5
586,18.46
587,5.24
588,3.01
589,1.27
590,5.08
591,10.45
592,3.21
593,3.01
594,6.34
595,25.72
596,32.94
597,41.84
598,8.9
599,45.34
600,12.3
601,69.56
602,57.15
603,70.9
604,9.8
605,8.44
606,17.87
607,7.13
608,6.07
609,107.49
610,30.07
611,11.24
612,7.75
613,44.77
614,5.16
615,27.76
616,42.67
617,11.84
618,24.73
619,12.54
620,1.14
621,3.2
622,4.87
623,1.25
624,44.14
625,6.84
626,15.09
627,32.2
628,37.21
629,11.45
630,8.95
631,1.18
632,1.69
633,9.4
634,64.41
635,11.71
636,22.06
637,2.01
638,20.05
639,18.05
640,8.23
641,17.08
642,3.11
643,5.17
644,1.9
645,1.14
646,11.84
647,1.45
648,1.29
649,1.26
650,43.61
651,12.02
652,28.05
653,39.47
654,2.5
655,1.64
656,1.16
657,12.51
658,5.16
659,44.4
660,2.5
661,92.35
662,59.49
663,24.5
664,3.42
665,45.75
666,77.96
667,1.21
668,7.17
669,4.95
670,14.69
671,13.01
672,3.19
673,1.68
674,28.57
675,1.13
676,12.02
677,17.29
678,8.28
679,17.0
680,27.8
681,5.87
682,18.6
683,56.81
684,28.12
685,10.91
686,3.34
687,2.08
688,47.16
689,3.65
690,2.3
691,12.21
692,1.46
693,50.27
694,10.72
695,88.79
696,13.11
697,5.2
698,15.73
699,2.94
700,7.72
701,7.48
702,10.2
703,14.6
704,8.25
705,14.12
706,7.09
707,18.25
708,28.39
709,32.72
