Node,SIR
1,14.142
2,11.962
3,20.843
4,8.43
428,10.082
435,5.884
436,5.48
437,8.588
438,8.07
432,24.692
458,13.931
459,13.674
460,19.259
478,8.943
523,5.583
5,11.365
6,8.27
7,11.328
8,11.482
9,7.275
3644,7.961
3680,4.444
3397,20.4
3751,7.517
3830,4.196
10,4.751
11,9.084
3454,7.87
3535,14.579
12,1.822
13,2.675
4935,1.99
4936,2.754
14,5.873
15,10.454
115,6.719
119,6.474
125,12.942
171,5.406
173,5.545
174,8.216
175,6.236
16,4.151
17,6.537
18,3.946
32,3.341
33,5.607
34,3.469
35,5.971
47,5.48
19,4.678
20,10.323
21,6.032
22,19.505
23,14.828
24,14.242
25,11.367
26,29.414
27,13.173
28,21.459
131,15.272
132,7.944
106,10.191
67,24.4
198,30.688
205,13.347
226,24.56
31,16.085
61,24.009
29,13.037
30,20.563
59,17.947
60,19.617
99,11.896
177,16.124
178,8.73
179,19.511
36,3.194
37,3.443
38,4.448
39,3.893
96,7.421
167,4.405
44,4.519
68,2.535
117,3.228
40,4.531
41,6.074
42,5.246
43,7.361
190,8.437
45,11.94
163,14.386
245,11.753
255,9.883
46,4.114
48,3.186
111,7.724
65,2.899
49,10.411
50,21.325
110,38.246
127,30.458
51,8.31
52,15.108
55,19.172
153,12.093
168,12.827
530,8.846
540,13.189
53,8.818
54,6.543
116,6.593
218,7.823
4523,8.013
56,5.778
57,8.72
58,5.908
93,11.549
95,8.138
128,6.054
222,7.133
62,9.013
71,22.927
63,2.917
64,3.253
231,3.924
66,11.204
94,16.254
126,19.833
154,10.933
166,15.606
184,14.88
185,11.958
69,13.785
70,16.264
107,11.315
210,8.093
84,17.318
189,10.099
196,11.398
72,5.629
73,7.436
74,8.493
130,13.347
77,9.522
193,4.897
75,7.004
76,7.927
235,7.941
78,4.744
79,10.687
80,20.571
81,6.041
82,16.62
83,27.3
85,13.938
91,6.763
86,8.179
87,8.184
88,7.237
89,15.416
90,14.242
134,17.57
137,13.822
139,24.376
142,24.685
